score	omim	nom	n_hpo	n_hpo_foetal	n_onset_prenatal	signes_lourds	orpha	dans_syndromes
3.5	OMIM:210210	3-Methylcrotonyl-CoA carboxylase 2 deficiency	30	15	0	HP:0001250	ORPHA:6	dans syndromes
3.5	OMIM:202010	Adrenal hyperplasia, congenital, due to 11-beta-hydroxylase deficiency	21	15	0	HP:0004322	ORPHA:418,ORPHA:90795	dans syndromes
3.5	OMIM:142680	Periodic fever, familial, autosomal dominant	27	15	0	HP:0002240	ORPHA:32960	
3.4	OMIM:620292	Neurodevelopmental disorder with language delay and behavioral abnormalities, with or without seizures	37	14	0	HP:0001250	ORPHA:528084	dans syndromes
3.4	OMIM:619910	Intellectual developmental disorder, autosomal dominant 66	24	14	0	HP:0001250	ORPHA:528084	dans syndromes
3.4	OMIM:619824	Agammaglobulinemia 8B, autosomal recessive	26	14	0	HP:0001744	ORPHA:33110	
3.4	OMIM:619759	Tessadori-van Haaften neurodevelopmental syndrome 2	23	14	0	HP:0004322	ORPHA:717854	
3.4	OMIM:619446	Retinal dystrophy and microvillus inclusion disease	12	4	1	HP:0001522	ORPHA:2290,ORPHA:90349	
3.4	OMIM:619224	Mitochondrial complex II deficiency, nuclear type 4	30	14	0	HP:0000252	ORPHA:3208	
3.4	OMIM:618859	Neurodevelopmental disorder with or without autistic features and/or structural brain abnormalities	22	14	0	HP:0001250	ORPHA:528084	dans syndromes
3.4	OMIM:618702	Short stature and microcephaly with genital anomalies	23	14	0	HP:0000252	—	
3.4	OMIM:618598	Spastic tetraplegia and axial hypotonia, progressive	21	14	0	HP:0001561	—	
3.4	OMIM:618451	Neurodegeneration, early-onset, with choreoathetoid movements and microcytic anemia	32	14	0	HP:0001250	—	
3.4	OMIM:618323	Myasthenic syndrome, congenital, 25, presynaptic	25	14	0	HP:0001558	ORPHA:590,ORPHA:716899,ORPHA:716903,ORPHA:98914	
3.4	OMIM:618276	Neurodegeneration, childhood-onset, with cerebellar atrophy	34	14	0	HP:0000252	—	
3.4	OMIM:617337	Ectodermal dysplasia 12, Hypohidrotic/hair/tooth/nail type	18	14	0	HP:0000175	ORPHA:1810	
3.4	OMIM:617241	Lung disease, immunodeficiency, and chromosome breakage syndrome	21	14	2		—	
3.4	OMIM:616433	Immunodeficiency 40	25	14	0	HP:0002240	ORPHA:447737	
3.4	OMIM:616409	Developmental and epileptic encephalopathy 33	20	4	1	HP:0001250	ORPHA:442835	
3.4	OMIM:616314	Myasthenic syndrome, congenital, 2C, associated with acetylcholine receptor deficiency	10	4	1	HP:0002093	ORPHA:590,ORPHA:716816,ORPHA:98913	
3.4	OMIM:615560	Otofaciocervical syndrome 2	22	14	0	HP:0000107	ORPHA:2792,ORPHA:720357	
3.4	OMIM:614582	Combined oxidative phosphorylation deficiency 9	23	14	0	HP:0002240	ORPHA:319509	
3.4	OMIM:614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism	40	14	0	HP:0004322	ORPHA:289494,ORPHA:85186,ORPHA:88637	
3.4	OMIM:613662	Mitochondrial DNA depletion syndrome 4B (mngie type)	32	14	0	HP:0001250	ORPHA:298	
3.4	OMIM:613561	Myopathy, lactic acidosis, and sideroblastic anemia 2	29	14	0	HP:0002240	ORPHA:2598	
3.4	OMIM:611936	Chromosome 3q29 duplication syndrome	18	14	0	HP:0000252	ORPHA:251038	
3.4	OMIM:610688	Joubert syndrome 6	22	14	0	HP:0001395	ORPHA:475	
3.4	OMIM:610131	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4	32	14	0	HP:0001250	ORPHA:254892	
3.4	OMIM:608980	Bifid nose with or without anorectal and renal anomalies	18	14	0	HP:0000104	ORPHA:217266	
3.4	OMIM:608600	Lipodystrophy, familial partial, type 1	19	14	0	HP:0002240	ORPHA:79084	
3.4	OMIM:607078	Epiphyseal dysplasia, multiple, 5	19	14	0	HP:0004322	ORPHA:93311	
3.4	OMIM:602418	Weyers ulnar ray/oligodactyly syndrome	17	14	0	HP:0000175	—	
3.4	OMIM:601357	Brachial amelia, cleft lip, and holoprosencephaly	17	14	0	HP:0001629	—	
3.4	OMIM:601162	Spastic paraplegia 9A, autosomal dominant	35	14	0	HP:0004322	ORPHA:447753	
3.4	OMIM:301045	Congenital disorder of glycosylation, type IIr	17	14	0	HP:0002240	—	
3.4	OMIM:301029	Shukla-Vernon syndrome	28	14	0	HP:0001250	ORPHA:528084	dans syndromes
3.4	OMIM:300997	Intellectual developmental disorder, X-linked 106	20	14	0	HP:0000252	—	
3.4	OMIM:300861	Intellectual developmental disorder, X-linked syndromic, Chudley-Schwartz type	21	14	0	HP:0001250	—	
3.4	OMIM:300816	Combined oxidative phosphorylation deficiency 6	26	14	0	HP:0001250	ORPHA:238329	
3.4	OMIM:277410	Methylmalonic aciduria and homocystinuria, cblD type	32	14	0	HP:0001250	ORPHA:26,ORPHA:28,ORPHA:308380,ORPHA:308442,ORPHA:622,ORPHA:79283	
3.4	OMIM:275350	Transcobalamin II deficiency	27	14	0	HP:0002240	ORPHA:859	
3.4	OMIM:273900	Thrombocytopenia 3	19	14	0	HP:0001744	ORPHA:168629,ORPHA:268322,ORPHA:566192	dans syndromes
3.4	OMIM:272750	GM2-gangliosidosis, AB variant	27	14	0	HP:0001250	ORPHA:309246	
3.4	OMIM:264300	Pseudohermaphroditism, male, with gynecomastia	7	4	1	HP:0000821	ORPHA:752	
3.4	OMIM:248000	Macrocephaly/megalencephaly syndrome, autosomal recessive	27	14	0	HP:0000238	ORPHA:2477	
3.4	OMIM:227270	Faciocardiomelic dysplasia, lethal	16	14	0	HP:0003811	ORPHA:1972	
3.4	OMIM:217100	Constricting bands, congenital	16	14	0	HP:0000175	ORPHA:295000	
3.4	OMIM:153670	Bernard-Soulier syndrome, type A2, autosomal dominant	16	14	0	HP:0001744	ORPHA:274	dans syndromes
3.4	OMIM:137940	Hypotrichosis-Lymphedema-Telangiectasia-Renal defect syndrome	33	24	1		ORPHA:69735	
3.3	OMIM:621460	Neurodevelopmental disorder with spasticity, thin corpus callosum, and decreased brain white matter	45	13	0	HP:0001250	—	
3.3	OMIM:620816	MHC class II deficiency 3	22	13	0	HP:0001744	—	
3.3	OMIM:620674	Neutropenia, severe congenital, 11, autosomal dominant	25	13	0	HP:0002090	—	
3.3	OMIM:620294	Congenital heart defects, multiple types, 9	23	13	0	HP:0001511	ORPHA:3384	
3.3	OMIM:620166	Muscular dystrophy, congenital, with or without seizures	37	13	0	HP:0001558	—	
3.3	OMIM:619255	Baralle-Macken syndrome	26	13	0	HP:0000252	ORPHA:633035	
3.3	OMIM:618239	Mitochondrial complex I deficiency, nuclear type 17	26	13	0	HP:0001250	—	
3.3	OMIM:617757	Joubert syndrome 32	22	13	0	HP:0002007	ORPHA:475	
3.3	OMIM:616868	Diarrhea 8, secretory sodium, congenital	15	3	1	HP:0001561	ORPHA:103908	
3.3	OMIM:615468	Immunodeficiency 12	24	13	0	HP:0004322	ORPHA:397964	
3.3	OMIM:614559	Infantile cerebellar-retinal degeneration	25	13	0	HP:0000252	ORPHA:313850	
3.3	OMIM:613854	Congenital heart defects, multiple types, 6	15	13	0	HP:0001629	ORPHA:860	
3.3	OMIM:613456	Frontonasal dysplasia 3	15	13	0	HP:0000175	ORPHA:306542	
3.3	OMIM:613388	Fanconi renotubular syndrome 2	19	13	0	HP:0004322	ORPHA:3337	
3.3	OMIM:613087	Atrial septal defect 6	5	3	1	HP:0001631	ORPHA:1478	
3.3	OMIM:611762	Familial cold autoinflammatory syndrome 2	24	13	0	HP:0001744	ORPHA:247868	
3.3	OMIM:610217	Neurodegeneration with brain iron accumulation 2B	32	13	0	HP:0001250	ORPHA:35069	
3.3	OMIM:609893	Hypothyroidism, congenital, nongoitrous, 3	7	3	1	HP:0000821	—	
3.3	OMIM:608363	Chromosome 22q11.2 duplication syndrome	21	13	0	HP:0000252	ORPHA:1727	
3.3	OMIM:603896	Leukoencephalopathy with vanishing white matter	29	13	0	HP:0001250	ORPHA:135,ORPHA:157713,ORPHA:157716,ORPHA:157719,ORPHA:99853,ORPHA:99854	
3.3	OMIM:603543	Limb-Mammary syndrome	14	13	0	HP:0000175	ORPHA:69085	
3.3	OMIM:603034	Myasthenic syndrome, congenital, 5	29	13	0	HP:0002093	ORPHA:590,ORPHA:98915	
3.3	OMIM:601811	Premature aging syndrome, Okamoto type	14	13	0	HP:0000252	—	
3.3	OMIM:601427	Anterior chamber cleavage disorder, cerebellar hypoplasia, hypothyroidism, and tracheal stenosis	17	13	0	HP:0001321	ORPHA:2321	
3.3	OMIM:600561	Spondyloepiphyseal dysplasia with atlantoaxial instability	21	13	0	HP:0004322	ORPHA:163662	
3.3	OMIM:600204	Epiphyseal dysplasia, multiple, 2	22	13	0	HP:0002007	ORPHA:166002	
3.3	OMIM:310440	Myopathy, X-linked, with excessive autophagy	23	13	0	HP:0002093	ORPHA:25980	
3.3	OMIM:300983	Intellectual developmental disorder, X-linked 104	31	13	0	HP:0001250	ORPHA:777	dans syndromes
3.3	OMIM:300853	Immunodeficiency, X-linked, with magnesium defect, Epstein-Barr virus infection and neoplasia	27	13	0	HP:0001744	ORPHA:317476	
3.3	OMIM:275200	Hypothyroidism, congenital, nongoitrous, 1	6	3	1	HP:0000821	ORPHA:90673	
3.3	OMIM:254300	Myasthenia, limb-girdle, familial	21	13	0	HP:0001558	ORPHA:590,ORPHA:716825,ORPHA:98913	
3.3	OMIM:240800	Hypoglycemia of infancy, leucine-sensitive	13	3	1	HP:0001250	—	
3.3	OMIM:231200	Bernard-Soulier syndrome	16	13	2		ORPHA:274	dans syndromes
3.3	OMIM:228900	Fibular hypoplasia and complex brachydactyly	16	13	0	HP:0001156	ORPHA:2639	
3.3	OMIM:221820	Leukoencephalopathy, diffuse hereditary, with spheroids	35	13	0	HP:0001250	ORPHA:313808	
3.3	OMIM:215250	Chondroitin-6-Sulfaturia, defective cellular immunity, nephrotic syndrome	14	13	0	HP:0004322	—	
3.3	OMIM:214950	Bile acid synthesis defect, congenital, 4	18	13	0	HP:0002240	ORPHA:79095	
3.3	OMIM:193520	Watson syndrome	16	13	0	HP:0004322	ORPHA:3444	
3.3	OMIM:169550	Pelvis-Shoulder dysplasia	15	13	0	HP:0004322	ORPHA:2839	
3.3	OMIM:136300	Flynn-Aird syndrome	21	13	0	HP:0001250	ORPHA:2047	
3.3	OMIM:134600	Fanconi renotubular syndrome 1	18	13	0	HP:0004322	ORPHA:3337	
3.3	OMIM:123100	Craniosynostosis 1	17	13	0	HP:0002007	ORPHA:35093,ORPHA:35099	
3.3	OMIM:117000	Central core disease	25	13	2		ORPHA:178145,ORPHA:597,ORPHA:598	dans syndromes
3.2	OMIM:621386	Valence-Farazi cerebellar ataxia syndrome	24	12	0	HP:0001321	—	
3.2	OMIM:620952	Homocystinuria-megaloblastic anemia, cblD type	29	12	0	HP:0001250	—	
3.2	OMIM:620747	Neurodevelopmental disorder with early-onset parkinsonism and behavioral abnormalities	32	12	0	HP:0001250	—	
3.2	OMIM:620317	Neurodevelopmental disorder with microcephaly and speech delay, with or without brain abnormalities	27	12	0	HP:0001250	ORPHA:528084	dans syndromes
3.2	OMIM:620242	Neurodevelopmental disorder with poor growth and behavioral abnormalities	40	12	0	HP:0001250	ORPHA:528084	dans syndromes
3.2	OMIM:620071	Neurodevelopmental disorder with poor growth, spastic tetraplegia, and hearing loss	23	12	0	HP:0000252	—	
3.2	OMIM:620068	Charcot-Marie-Tooth disease, axonal, type 2II	27	12	0	HP:0001250	—	
3.2	OMIM:620007	Intellectual developmental disorder with muscle tone abnormalities and distal skeletal defects	23	12	0	HP:0004322	—	
3.2	OMIM:619902	Hepatorenocardiac degenerative fibrosis	21	12	0	HP:0000107	ORPHA:726824	
3.2	OMIM:619685	Neurodevelopmental disorder with microcephaly, seizures, and neonatal cholestasis	22	12	2		—	
3.2	OMIM:619606	Developmental and epileptic encephalopathy 99	33	12	0	HP:0000252	ORPHA:442835	
3.2	OMIM:619453	Microcephaly 28, primary, autosomal recessive	6	2	1	HP:0000252	ORPHA:2512	
3.2	OMIM:618959	Epileptic encephalopathy, early infantile, 88	17	12	0	HP:0001250	ORPHA:442835	
3.2	OMIM:618667	Hydrocephalus, congenital communicating, 1	5	2	1	HP:0001250	—	
3.2	OMIM:618654	Myopathy, congenital with structured cores and Z-line abnormalities	21	12	0	HP:0002093	—	
3.2	OMIM:618470	Intellectual developmental disorder with severe speech and ambulation defects	22	12	0	HP:0000252	ORPHA:528084	dans syndromes
3.2	OMIM:618436	Arthrogryposis, distal, type 2B3	13	12	0	HP:0004322	ORPHA:1147,ORPHA:97120	
3.2	OMIM:618120	Mitochondrial complex V (ATP synthase) deficiency nuclear type 5	23	12	0	HP:0004322	ORPHA:254913	
3.2	OMIM:616402	Microcephaly 14, primary, autosomal recessive	9	2	1	HP:0001250	ORPHA:2512	
3.2	OMIM:615236	Woods syndrome	17	12	0	HP:0001629	ORPHA:137658	
3.2	OMIM:613509	Chromosome 4q21 deletion syndrome	16	12	0	HP:0002007	ORPHA:238750	
3.2	OMIM:612098	Cardiomyopathy, familial hypertrophic, 11	23	12	0	HP:0001631	—	
3.2	OMIM:611590	Renal tubular acidosis, distal, with hemolytic anemia	17	12	0	HP:0004322	ORPHA:18,ORPHA:93610	
3.2	OMIM:610687	Nemaline myopathy 7	40	22	1		ORPHA:171436	
3.2	OMIM:610245	Spinocerebellar ataxia 23	21	12	0	HP:0001274	ORPHA:101108	
3.2	OMIM:609465	Al-Gazali syndrome	17	12	0	HP:0001561	ORPHA:2725	
3.2	OMIM:603471	Citrullinemia, type II, adult-onset	19	12	0	HP:0001395	ORPHA:247585	
3.2	OMIM:601957	Odontotrichoungual-Digital-Palmar syndrome	16	12	0	HP:0001156	ORPHA:69082	
3.2	OMIM:601216	Dental anomalies and short stature	16	12	0	HP:0004322	ORPHA:2899	
3.2	OMIM:310600	Norrie disease	22	12	0	HP:0001250	ORPHA:649	
3.2	OMIM:300623	Fragile X tremor/ataxia syndrome	36	12	0	HP:0000821	ORPHA:93256	
3.2	OMIM:300577	Intellectual developmental disorder, X-linked 91	19	12	0	HP:0001250	—	
3.2	OMIM:300423	Intellectual developmental disorder, X-linked syndromic, Hedera type	31	12	0	HP:0001250	ORPHA:2076,ORPHA:93952	
3.2	OMIM:270750	Spastic paraplegia 23	19	12	0	HP:0000252	ORPHA:101003	
3.2	OMIM:253270	Holocarboxylase synthetase deficiency	24	12	0	HP:0001250	ORPHA:79242	
3.2	OMIM:236270	Homocystinuria-megaloblastic anemia, cbl E type	25	12	0	HP:0001250	ORPHA:2169,ORPHA:622	
3.2	OMIM:204200	Ceroid lipofuscinosis, neuronal, 3	32	12	0	HP:0001250	ORPHA:699780,ORPHA:699796	
3.2	OMIM:182410	Sneddon syndrome	25	12	0	HP:0001250	ORPHA:820	
3.2	OMIM:156510	Metaphyseal dysplasia with maxillary hypoplasia and brachydactyly	15	12	0	HP:0004322	ORPHA:2504	
3.1	OMIM:620960	Multiple mitochondrial dysfunctions syndrome 10	26	11	0	HP:0002093	ORPHA:727296	
3.1	OMIM:620903	Polycystic kidney disease 8	22	11	0	HP:0004322	ORPHA:730	
3.1	OMIM:620679	Lipodystrophy, familial partial, type 8	14	11	0	HP:0002240	—	
3.1	OMIM:620501	Ziegler-Huang syndrome	17	11	0	HP:0001511	—	
3.1	OMIM:620367	Pulmonary fibrosis and/or bone marrow failure syndrome, telomere-related, 8	21	11	0	HP:0001744	—	
3.1	OMIM:620323	Spastic paraplegia 70, autosomal recessive	23	11	0	HP:0000252	ORPHA:401835	
3.1	OMIM:619692	Trichothiodystrophy 9, nonphotosensitive	17	11	0	HP:0001156	ORPHA:33364	
3.1	OMIM:619441	Encephalitis, acute, infection (viral)-induced, susceptibility to, 11	7	1	1	HP:0001511	—	
3.1	OMIM:619389	Spinocerebellar ataxia, autosomal recessive 29	25	11	0	HP:0001250	—	
3.1	OMIM:619218	ENDOVE syndrome, limb-brain type	22	11	0	HP:0000252	ORPHA:611223	
3.1	OMIM:619120	Combined osteogenesis imperfecta and Ehlers-Danlos syndrome 2	14	11	0	HP:0004322	ORPHA:230857	
3.1	OMIM:618951	Combined oxidative phosphorylation deficiency 45	20	11	0	HP:0001250	—	
3.1	OMIM:618863	Retinal dystrophy with leukodystrophy	19	11	0	HP:0000175	—	
3.1	OMIM:618416	Metabolic crises, recurrent, with variable encephalomyopathic features and neurologic regression	27	11	0	HP:0001250	—	
3.1	OMIM:618398	T-cell lymphoma, subcutaneous panniculitis-like	18	11	0	HP:0001744	ORPHA:86884	
3.1	OMIM:618394	Immunodeficiency 60	19	11	0	HP:0001744	ORPHA:714472	
3.1	OMIM:618250	Mitochondrial complex I deficiency, nuclear type 29	26	11	0	HP:0001627	ORPHA:2609	
3.1	OMIM:618240	Mitochondrial complex I deficiency, nuclear type 18	20	11	0	HP:0001522	ORPHA:2609	
3.1	OMIM:618236	Mitochondrial complex I deficiency, nuclear type 14	17	11	0	HP:0001250	ORPHA:2609	
3.1	OMIM:618225	Mitochondrial complex I deficiency, nuclear type 4	26	11	0	HP:0001250	ORPHA:2609	
3.1	OMIM:618184	Neuropathy, congenital hypomyelinating, 2	26	11	0	HP:0001558	ORPHA:64748	
3.1	OMIM:618155	Ophthalmoplegia, external, with rib and vertebral anomalies	14	11	2		—	
3.1	OMIM:617872	Combined oxidative phosphorylation deficiency 34	19	11	0	HP:0002240	ORPHA:457223	
3.1	OMIM:617207	Encephalopathy, progressive, with amyotrophy and optic atrophy	24	11	0	HP:0001250	ORPHA:496756	
3.1	OMIM:617105	Epileptic encephalopathy, early infantile, 41	35	11	0	HP:0000252	ORPHA:1934,ORPHA:442835	
3.1	OMIM:616863	Chromosome 16p13.2 deletion syndrome	25	11	0	HP:0001250	ORPHA:500055,ORPHA:643538,ORPHA:643549	
3.1	OMIM:616629	Senior-Loken syndrome 9	18	11	0	HP:0001395	ORPHA:3156	
3.1	OMIM:616583	Spondyloepiphyseal dysplasia, Stanescu type	17	11	0	HP:0004322	ORPHA:459051	
3.1	OMIM:616140	Leukodystrophy, hypomyelinating, 9	27	11	0	HP:0000252	ORPHA:438114	
3.1	OMIM:616108	Retinal dystrophy, juvenile cataracts, and short stature syndrome	17	11	0	HP:0004322	ORPHA:436245	
3.1	OMIM:615490	Charcot-Marie-Tooth disease, axonal, type 2R	20	11	0	HP:0002093	ORPHA:397968	dans syndromes
3.1	OMIM:615290	Spinal muscular atrophy, lower extremity-predominant, 2, autosomaldominant	43	21	1		ORPHA:363447,ORPHA:363454	
3.1	OMIM:615284	Charcot-Marie-Tooth disease, type 4B3	24	11	0	HP:0000252	ORPHA:363981	
3.1	OMIM:615033	Spastic paraplegia 54, autosomal recessive	28	11	0	HP:0004322	ORPHA:320380	
3.1	OMIM:614464	Joubert syndrome 15	16	11	0	HP:0100258	ORPHA:220493,ORPHA:475	
3.1	OMIM:612075	Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy)	26	11	0	HP:0001250	ORPHA:254803,ORPHA:255235,ORPHA:298	
3.1	OMIM:612016	Coenzyme Q10 deficiency, primary, 4	27	11	0	HP:0001250	ORPHA:139485	dans syndromes
3.1	OMIM:611773	Angiopathy, hereditary, with nephropathy, aneurysms, and muscle cramps	14	11	0	HP:0000107	ORPHA:73229	
3.1	OMIM:611555	Renal tubular acidosis, distal, with nephrocalcinosis, short stature, impaired intellectual development, and distinctive facies	15	11	0	HP:0004322	—	
3.1	OMIM:609924	Aminoacylase 1 deficiency	20	11	0	HP:0001250	ORPHA:137754	
3.1	OMIM:609324	Epiphyseal dysplasia, multiple, with severe proximal femoral dysplasia	15	11	0	HP:0004322	ORPHA:166029	
3.1	OMIM:609308	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1	20	11	0	HP:0000252	ORPHA:86812	
3.1	OMIM:609166	Branchiogenic-deafness syndrome	15	11	0	HP:0004322	ORPHA:50815	
3.1	OMIM:608804	Leukodystrophy, hypomyelinating, 2	32	11	0	HP:0001250	ORPHA:280270,ORPHA:280282	
3.1	OMIM:607371	Dystonia, juvenile-onset	22	11	0	HP:0000175	ORPHA:79107	dans syndromes
3.1	OMIM:602531	Grange syndrome	13	11	0	HP:0001156	ORPHA:79094	dans syndromes
3.1	OMIM:602032	Ectodermal dysplasia 4, hair/nail type	16	11	2		ORPHA:69084	
3.1	OMIM:601346	Martinez-Frias syndrome	12	11	0	HP:0001511	ORPHA:137862	
3.1	OMIM:601345	Ectodermal dysplasia with natal teeth, Turnpenny type	16	11	0	HP:0004322	ORPHA:69083	
3.1	OMIM:601338	Cerebellar ataxia, areflexia, pes cavus, optic atrophy, and sensorineural hearing loss	38	11	0	HP:0001250	ORPHA:1171	
3.1	OMIM:309620	Christianson syndrome	13	11	0	HP:0004322	ORPHA:1436	
3.1	OMIM:301134	Intellectual developmental disorder, X-linked 114	29	11	0	HP:0001274	—	
3.1	OMIM:300438	HSD10 mitochondrial disease	29	11	0	HP:0001250	ORPHA:391417,ORPHA:391428,ORPHA:391457,ORPHA:85295	
3.1	OMIM:300048	Intestinal pseudoobstruction, neuronal, chronic idiopathic, X-linked	21	11	0	HP:0001250	ORPHA:2301,ORPHA:2978	
3.1	OMIM:270300	Peeling skin syndrome 1	14	11	0	HP:0004322	ORPHA:263543,ORPHA:263553	
3.1	OMIM:268320	Rodrigues blindness	15	11	0	HP:0004322	ORPHA:1806	
3.1	OMIM:256730	Ceroid lipofuscinosis, neuronal, 1	33	11	0	HP:0001250	ORPHA:228329,ORPHA:699718,ORPHA:699734,ORPHA:699739,ORPHA:699745	
3.1	OMIM:217085	Congenital heart defects, hamartomas of tongue, and polysyndactyly	15	11	0	HP:0000202	ORPHA:1338	
3.1	OMIM:210745	Blepharophimosis with ptosis, syndactyly, and short stature	17	11	0	HP:0004322	ORPHA:2057	
3.1	OMIM:210500	Biliary atresia, extrahepatic	15	11	0	HP:0002240	ORPHA:30391	
3.1	OMIM:184840	Stickler syndrome, type III	14	11	0	HP:0000175	ORPHA:166100	
3.1	OMIM:150550	Periodic fever, immunodeficiency, and thrombocytopenia syndrome	17	11	0	HP:0001744	ORPHA:652522	
3.1	OMIM:118650	Chondrodysplasia punctata, autosomal dominantchondrodysplasia punctata due to vitamin K deficiency, included	14	11	0	HP:0002007	—	
3.0	OMIM:620815	MHC class II deficiency 2	23	10	0	HP:0002240	—	
3.0	OMIM:620502	Neurodevelopmental disorder with language delay and variable cognitive abnormalities	21	10	0	HP:0001250	ORPHA:178469	
3.0	OMIM:620430	Autoimmune disease, multisystem, infantile-onset, 3	22	10	0	HP:0000821	—	
3.0	OMIM:620285	Amyotrophic lateral sclerosis 27, juvenile	30	10	0	HP:0002093	ORPHA:300605	
3.0	OMIM:620106	Spastic paraplegia 88, autosomal dominant	23	10	0	HP:0001321	—	
3.0	OMIM:619854	Neurodevelopmental disorder with hypotonia, impaired speech, and behavioral abnormalities	25	10	0	HP:0001250	—	
3.0	OMIM:619844	Intellectual developmental disorder with or without peripheral neuropathy	20	10	2		ORPHA:694937	
3.0	OMIM:619719	Intellectual disability and myopathy syndrome	34	20	1		ORPHA:726782	
3.0	OMIM:619371	Cardiomyopathy, dilated, 2D	15	10	0	HP:0001522	ORPHA:154	
3.0	OMIM:619326	Intellectual developmental disorder and hypogonadotropic hypogonadism	24	10	0	HP:0001631	ORPHA:633028	
3.0	OMIM:618986	Immunodeficiency 73B with defective neutrophil chemotaxis and lymphopenia	29	20	1		ORPHA:692812	
3.0	OMIM:618963	Immunodeficiency 69, mycobacteriosis	16	10	0	HP:0001744	ORPHA:699618	
3.0	OMIM:618252	Mitochondrial complex I deficiency, nuclear type 32	18	10	0	HP:0001250	—	
3.0	OMIM:618247	Mitochondrial complex I deficiency, nuclear type 26	21	10	0	HP:0002093	ORPHA:2609	
3.0	OMIM:618230	Mitochondrial complex I deficiency, nuclear type 8	17	10	0	HP:0002093	ORPHA:2609	
3.0	OMIM:617964	Leukodystrophy, hypomyelinating, 16	38	10	0	HP:0001250	—	
3.0	OMIM:617933	Epileptic encephalopathy, early infantile, 61	19	10	0	HP:0001250	—	
3.0	OMIM:617862	Neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy	29	10	0	HP:0004322	—	
3.0	OMIM:617393	Neurodevelopmental disorder with epilepsy, cataracts, feeding difficulties, and delayed brain myelination	28	10	0	HP:0001250	ORPHA:500545	
3.0	OMIM:617219	Chromosome 19q13.11 deletion syndrome, proximal	18	10	0	HP:0001250	ORPHA:217346	
3.0	OMIM:617120	Joubert syndrome 27	17	10	0	HP:0002007	ORPHA:475	
3.0	OMIM:616457	Developmental and epileptic encephalopathy 50	25	10	0	HP:0001250	ORPHA:448010	
3.0	OMIM:616127	Spinocerebellar ataxia, autosomal recessive 17	33	10	0	HP:0001321	ORPHA:453521	
3.0	OMIM:616025	Glycosylphosphatidylinositol biosynthesis defect 11	20	10	0	HP:0001250	ORPHA:247262	
3.0	OMIM:615763	Cortical dysplasia, complex, with other brain malformations 5	18	10	0	HP:0001250	—	
3.0	OMIM:615607	Immunodeficiency 17	19	10	0	HP:0001522	ORPHA:169082	
3.0	OMIM:615362	Ceroid lipofuscinosis, neuronal, 13	25	10	0	HP:0001250	ORPHA:352709	
3.0	OMIM:615281	Hypomyelination with brainstem and spinal cord involvement and legspasticity	23	10	0	HP:0001250	ORPHA:363412	
3.0	OMIM:615238	Lipodystrophy, familial partial, type 5	13	10	0	HP:0002240	ORPHA:435651	
3.0	OMIM:614980	Congenital heart defects, multiple types, 2	13	10	0	HP:0001629	ORPHA:664401,ORPHA:664404	
3.0	OMIM:613953	Immunodeficiency 51	19	10	0	HP:0002090	ORPHA:1334	
3.0	OMIM:613811	Pontocerebellar hypoplasia, type 2D	20	10	0	HP:0001250	ORPHA:2524	
3.0	OMIM:613496	Immunodeficiency, common variable, 6	19	10	0	HP:0002240	ORPHA:696881	
3.0	OMIM:613312	Hypophosphatemic rickets, autosomal recessive, 2	15	10	0	HP:0004322	ORPHA:289176	dans syndromes
3.0	OMIM:610474	Camptodactyly, tall stature, and hearing loss syndrome	17	10	0	HP:0000252	ORPHA:85164	dans syndromes
3.0	OMIM:609284	Nemaline myopathy 1	22	10	0	HP:0002093	ORPHA:171433,ORPHA:171439,ORPHA:171881	
3.0	OMIM:609152	Hyperthyroidism, nonautoimmune	22	10	0	HP:0001622	ORPHA:424	
3.0	OMIM:607398	Glucocorticoid deficiency 2	21	10	0	HP:0000252	ORPHA:361	
3.0	OMIM:607313	Gaze palsy, familial horizontal, with progressive scoliosis, 1	19	10	0	HP:0001321	ORPHA:2744	
3.0	OMIM:604387	Nephronophthisis 3	18	10	0	HP:0001395	ORPHA:655,ORPHA:93589	dans syndromes
3.0	OMIM:604278	Renal tubular acidosis, proximal, with ocular abnormalities and mentalretardation	19	10	0	HP:0004322	ORPHA:47159,ORPHA:93607	
3.0	OMIM:604169	Left ventricular noncompaction 1	19	10	0	HP:0001629	ORPHA:54260	
3.0	OMIM:602484	Pelvic dysplasia - arthrogryposis of lower limbs	11	10	0	HP:0004322	ORPHA:2840	
3.0	OMIM:601492	Mucopolysaccharidosis type IX	21	10	0	HP:0004322	ORPHA:67041	
3.0	OMIM:600803	Gallbladder disease 1	15	10	0	HP:0001395	ORPHA:69663	
3.0	OMIM:600802	Scid, autosomal recessive, T-Negative/b-Positive type	22	10	0	HP:0002090	ORPHA:35078	
3.0	OMIM:600224	Spinocerebellar ataxia 5	28	10	0	HP:0001321	ORPHA:98766	
3.0	OMIM:598500	Wolfram syndrome, mitochondrial form	18	10	0	HP:0001250	ORPHA:3463	
